7.463011e+02 5.330184e+02
9.592257e-01  1.528265e-01
7.097987e-01  1.049960e-01
1.080156e+00  1.664264e-01
9.368194e-01  1.399675e-01
6.458955e-01  1.065561e-01
1.008353e+00  1.586581e-01
7.960389e-01  9.214041e-02
1.067983e+00  1.802857e-01
9.081291e-01  1.269432e-01
6.763574e-01  8.707592e-02
1.067983e+00  1.802857e-01
7.960389e-01  9.214041e-02
6.763574e-01  8.707592e-02
9.081291e-01  1.269432e-01
1.080156e+00  1.664264e-01
7.097987e-01  1.049960e-01
6.458955e-01  1.065561e-01
9.368194e-01  1.399675e-01
1.037885e+00  -1.176808e-01
1.086762e+00  -3.861281e-03
1.112493e+00  -1.214034e-01
6.121784e-01  1.013409e-01
8.588936e-01  1.463552e-01
7.293120e-01  1.242570e-01
7.293120e-01  1.242570e-01
8.588936e-01  1.463552e-01
1.112493e+00  -1.214034e-01
1.086762e+00  -3.861281e-03
9.401963e-01  1.392627e-01
1.046513e+00  1.692372e-01
9.636777e-01  1.479185e-01
1.158332e+00  1.275393e-01
7.134011e-01  7.826553e-02
6.726555e-01  8.120929e-02
1.150103e+00  1.346461e-01
8.304596e-01  2.166668e-02
1.219115e+00  2.988231e-01
9.794260e-01  2.944264e-02
9.191552e-01  4.492845e-02
1.226913e+00  3.087318e-01
1.073899e+00  1.707142e-01
9.541629e-01  1.047697e-01
9.333754e-01  1.119473e-01
7.900924e-01  9.529512e-02
1.012516e+00  1.977539e-01
1.124607e+00  1.359957e-01
7.861001e-01  1.267324e-02
7.212407e-01  8.177096e-02
1.205302e+00  1.386471e-01
1.011731e+00  9.976290e-02
9.539752e-01  1.553163e-01
7.134011e-01  7.826553e-02
1.158332e+00  1.275393e-01
1.150103e+00  1.346461e-01
6.726555e-01  8.120929e-02
9.952489e-01  5.096631e-02
9.084215e-01  -6.801075e-02
1.208666e+00  2.486264e-01
1.225393e+00  2.501056e-01
1.066776e+00  -9.293919e-02
1.030540e+00  1.506082e-01
1.061589e+00  1.144022e-01
7.271978e-01  8.159324e-02
