7.463163e+02 5.330397e+02
7.046562e-01  1.550244e+00  9.213314e-02
9.270286e-01  2.039463e+00  1.384600e-01
6.997445e-01  1.539438e+00  1.064698e-01
9.800904e-01  2.156199e+00  1.405162e-01
1.081113e+00  2.378449e+00  1.602839e-01
1.101356e+00  2.422984e+00  -7.429678e-02
1.084604e+00  2.386129e+00  -3.753394e-02
1.118846e+00  2.461461e+00  -1.439057e-01
1.116185e+00  2.455606e+00  -1.469748e-01
1.092001e+00  2.402402e+00  -8.155470e-02
1.118846e+00  2.461461e+00  -1.439057e-01
1.084604e+00  2.386129e+00  -3.753394e-02
1.092001e+00  2.402402e+00  -8.155470e-02
1.116185e+00  2.455606e+00  -1.469748e-01
6.997445e-01  1.539438e+00  1.064698e-01
9.270286e-01  2.039463e+00  1.384600e-01
1.081113e+00  2.378449e+00  1.602839e-01
9.800904e-01  2.156199e+00  1.405162e-01
9.641509e-01  2.121132e+00  1.478956e-01
7.094542e-01  1.560799e+00  9.105241e-02
1.080356e+00  2.376782e+00  1.902021e-01
1.078335e+00  2.372336e+00  3.188308e-01
1.038824e+00  2.285412e+00  2.479787e-01
8.986065e-01  1.976934e+00  1.172799e-01
8.986065e-01  1.976934e+00  1.172799e-01
1.038824e+00  2.285412e+00  2.479787e-01
1.080356e+00  2.376782e+00  1.902021e-01
7.094542e-01  1.560799e+00  9.105241e-02
9.469869e-01  2.083371e+00  1.721689e-01
8.362786e-01  1.839813e+00  1.367616e-01
8.820499e-01  1.940510e+00  -4.558704e-02
9.781703e-01  2.151975e+00  3.098346e-02
1.224476e+00  2.693848e+00  2.987743e-01
1.207303e+00  2.656066e+00  2.770790e-01
1.073019e+00  2.360643e+00  3.283177e-02
9.077680e-01  1.997090e+00  1.447725e-01
6.890700e-01  1.515954e+00  8.375393e-02
1.188285e+00  2.614227e+00  1.424567e-01
1.191676e+00  2.621687e+00  1.376678e-01
7.148245e-01  1.572614e+00  8.211464e-02
7.233700e-01  1.591414e+00  9.916750e-02
9.604545e-01  2.113000e+00  9.689087e-02
9.285408e-01  2.042790e+00  1.032223e-01
1.214758e+00  2.672467e+00  1.283246e-01
1.049357e+00  2.308586e+00  2.399098e-01
8.126638e-01  1.787860e+00  1.926777e-03
1.068337e+00  2.350342e+00  1.215771e-01
1.075553e+00  2.366216e+00  1.570871e-01
8.226689e-01  1.809872e+00  9.151772e-02
9.668483e-01  2.127066e+00  9.542554e-02
7.867009e-01  1.730742e+00  -4.226001e-03
1.224476e+00  2.693848e+00  2.987743e-01
9.781703e-01  2.151975e+00  3.098346e-02
1.073019e+00  2.360643e+00  3.283177e-02
1.207303e+00  2.656066e+00  2.770790e-01
8.993773e-01  1.978630e+00  -2.080941e-02
1.139905e+00  2.507791e+00  -5.149598e-02
1.224071e+00  2.692957e+00  2.192023e-01
1.225733e+00  2.696612e+00  2.313089e-01
1.000242e+00  2.200532e+00  -5.139683e-02
1.120848e+00  2.465865e+00  -1.350234e-01
1.249541e+00  2.748990e+00  -9.596867e-02
1.236082e+00  2.719381e+00  -3.870396e-02
1.264362e+00  2.781595e+00  -1.093688e-01
7.072340e-01  1.555915e+00  9.171408e-03
1.142680e+00  2.513897e+00  2.107851e-01
1.067629e+00  2.348783e+00  1.374298e-01
1.061081e+00  2.334377e+00  -7.462030e-02
1.187144e+00  2.611717e+00  -1.108434e-01
1.227255e+00  2.699961e+00  6.077617e-02
1.120848e+00  2.465865e+00  -1.350234e-01
1.227747e+00  2.701042e+00  -2.507089e-02
1.264362e+00  2.781595e+00  -1.093688e-01
1.249541e+00  2.748990e+00  -9.596867e-02
1.236082e+00  2.719381e+00  -3.870396e-02
8.993773e-01  1.978630e+00  -2.080941e-02
1.225733e+00  2.696612e+00  2.313089e-01
1.000242e+00  2.200532e+00  -5.139683e-02
1.224071e+00  2.692957e+00  2.192023e-01
1.061081e+00  2.334377e+00  -7.462030e-02
1.227255e+00  2.699961e+00  6.077617e-02
7.072340e-01  1.555915e+00  9.171408e-03
1.142680e+00  2.513897e+00  2.107851e-01
7.233700e-01  1.591414e+00  9.916750e-02
9.285408e-01  2.042790e+00  1.032223e-01
1.214758e+00  2.672467e+00  1.283246e-01
1.208717e+00  2.659176e+00  1.283435e-01
9.604545e-01  2.113000e+00  9.689087e-02
9.077680e-01  1.997090e+00  1.447725e-01
7.148245e-01  1.572614e+00  8.211464e-02
6.890700e-01  1.515954e+00  8.375393e-02
1.188285e+00  2.614227e+00  1.424567e-01
1.075553e+00  2.366216e+00  1.570871e-01
8.226689e-01  1.809872e+00  9.151772e-02
1.049357e+00  2.308586e+00  2.399098e-01
1.068337e+00  2.350342e+00  1.215771e-01
1.058462e+00  2.328617e+00  3.003654e-01
6.596880e-01  1.451314e+00  1.029570e-01
9.688761e-01  2.131527e+00  1.164722e-01
1.194427e+00  2.627739e+00  1.366475e-01
1.055712e+00  2.322566e+00  1.561231e-01
7.856431e-01  1.728415e+00  8.039837e-02
1.036058e+00  2.279329e+00  2.588088e-01
1.072041e+00  2.358490e+00  2.795204e-01
1.004979e+00  2.210953e+00  2.832031e-02
9.248085e-01  2.034579e+00  -3.295193e-02
7.885946e-01  1.734908e+00  1.143599e-01
1.227060e+00  2.699532e+00  1.337426e-01
7.885946e-01  1.734908e+00  1.143599e-01
8.748579e-01  1.924687e+00  7.847914e-02
1.227060e+00  2.699532e+00  1.337426e-01
1.072041e+00  2.358490e+00  2.795204e-01
9.248085e-01  2.034579e+00  -3.295193e-02
1.055712e+00  2.322566e+00  1.561231e-01
1.015159e+00  2.233350e+00  1.043642e-01
7.856431e-01  1.728415e+00  8.039837e-02
6.596880e-01  1.451314e+00  1.029570e-01
1.194427e+00  2.627739e+00  1.366475e-01
8.523268e-01  1.875119e+00  1.281972e-01
8.756865e-01  1.926510e+00  1.235488e-01
7.419856e-01  1.632368e+00  3.973857e-02
9.856869e-01  2.168511e+00  5.948137e-02
1.118753e+00  2.461256e+00  2.482481e-01
1.214493e+00  2.671884e+00  1.535823e-01
9.951014e-01  2.189223e+00  1.449958e-01
9.009895e-01  1.982177e+00  1.498931e-01
7.300826e-01  1.606182e+00  5.987006e-02
1.037303e+00  2.282066e+00  1.515318e-01
1.232831e+00  2.712229e+00  1.049918e-01
6.858273e-01  1.508820e+00  1.070214e-01
6.660269e-01  1.465259e+00  1.117618e-01
9.312159e-01  2.048675e+00  1.453497e-01
9.229933e-01  2.030585e+00  7.947323e-02
1.118716e+00  2.461175e+00  1.741042e-01
1.014625e+00  2.232174e+00  1.677176e-01
7.185824e-01  1.580881e+00  5.393826e-02
9.564672e-01  2.104228e+00  1.301314e-01
1.080400e+00  2.376879e+00  1.587368e-01
7.168344e-01  1.577036e+00  1.000803e-01
7.770526e-01  1.709516e+00  9.558784e-02
9.968299e-01  2.193026e+00  -6.503896e-02
1.259823e+00  2.771611e+00  1.285761e-01
1.042889e+00  2.294355e+00  -7.033514e-02
1.263594e+00  2.779906e+00  -8.252850e-02
1.118999e+00  2.461799e+00  1.164594e-01
1.072917e+00  2.360417e+00  -4.077244e-02
1.311018e+00  2.884240e+00  -1.204834e-01
1.121781e+00  2.467919e+00  2.574198e-02
1.260197e+00  2.772434e+00  5.508720e-02
1.091356e+00  2.400983e+00  -1.289598e-01
1.085228e+00  2.387502e+00  -1.577582e-01
1.260162e+00  2.772355e+00  -1.031678e-01
1.120530e+00  2.465165e+00  -1.729038e-01
1.148776e+00  2.527307e+00  -1.590915e-01
8.967592e-01  1.972870e+00  -1.017177e-01
1.104881e+00  2.430738e+00  1.318402e-01
1.068346e+00  2.350361e+00  5.592961e-02
1.095205e+00  2.409450e+00  -8.250301e-02
1.168746e+00  2.571241e+00  -1.511251e-01
1.133705e+00  2.494151e+00  -1.176839e-01
1.085228e+00  2.387502e+00  -1.577582e-01
1.295758e+00  2.850669e+00  -1.109958e-01
1.148776e+00  2.527307e+00  -1.590915e-01
1.260162e+00  2.772355e+00  -1.031678e-01
1.120530e+00  2.465165e+00  -1.729038e-01
1.072917e+00  2.360417e+00  -4.077244e-02
1.260197e+00  2.772434e+00  5.508720e-02
1.091356e+00  2.400983e+00  -1.289598e-01
1.121781e+00  2.467919e+00  2.574198e-02
1.095205e+00  2.409450e+00  -8.250301e-02
1.133705e+00  2.494151e+00  -1.176839e-01
1.292369e+00  2.843212e+00  -6.502258e-02
1.168746e+00  2.571241e+00  -1.511251e-01
8.967592e-01  1.972870e+00  -1.017177e-01
1.249225e+00  2.748294e+00  1.178389e-01
1.068346e+00  2.350361e+00  5.592961e-02
1.104881e+00  2.430738e+00  1.318402e-01
6.660269e-01  1.465259e+00  1.117618e-01
9.229933e-01  2.030585e+00  7.947323e-02
1.118716e+00  2.461175e+00  1.741042e-01
1.230447e+00  2.706984e+00  1.071986e-01
9.312159e-01  2.048675e+00  1.453497e-01
9.009895e-01  1.982177e+00  1.498931e-01
6.858273e-01  1.508820e+00  1.070214e-01
7.300826e-01  1.606182e+00  5.987006e-02
1.037303e+00  2.282066e+00  1.515318e-01
1.080400e+00  2.376879e+00  1.587368e-01
9.539078e-01  2.098597e+00  6.503976e-02
7.770526e-01  1.709516e+00  9.558784e-02
7.168344e-01  1.577036e+00  1.000803e-01
1.014625e+00  2.232174e+00  1.677176e-01
9.564672e-01  2.104228e+00  1.301314e-01
1.191825e+00  2.622015e+00  1.197439e-01
7.185824e-01  1.580881e+00  5.393826e-02
1.010819e+00  2.223802e+00  2.162514e-01
1.207188e+00  2.655813e+00  1.886648e-01
7.398452e-01  1.627659e+00  -2.220596e-03
8.041888e-01  1.769215e+00  1.661135e-02
9.702811e-01  2.134618e+00  1.621027e-01
6.419442e-01  1.412277e+00  1.058223e-01
1.214921e+00  2.672827e+00  9.516914e-02
9.674174e-01  2.128318e+00  1.444832e-01
9.899263e-01  2.177838e+00  7.692454e-02
1.113568e+00  2.449850e+00  1.601533e-01
1.071309e+00  2.356881e+00  1.755335e-01
7.129055e-01  1.568392e+00  8.716270e-02
9.170865e-01  2.017590e+00  4.444378e-02
8.369085e-01  1.841199e+00  9.991041e-02
1.074267e+00  2.363388e+00  3.207263e-01
1.033356e+00  2.273384e+00  -2.327169e-02
8.987762e-01  1.977308e+00  2.634046e-02
1.015160e+00  2.233353e+00  3.878897e-02
7.707413e-01  1.695631e+00  1.315613e-02
1.078296e+00  2.372252e+00  2.835926e-01
9.381506e-01  2.063931e+00  -4.875294e-02
8.819868e-01  1.940371e+00  5.081838e-02
1.160064e+00  2.552141e+00  6.971158e-02
9.165826e-01  2.016482e+00  -7.647764e-02
