2.419180e+02 1.885000e+02
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.997891e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.223318e+00  1.613312e-01
1.078787e+00  1.976593e-01
1.078787e+00  1.976593e-01
1.078787e+00  1.976593e-01
1.256064e+00  1.196255e-01
1.116199e+00  1.899707e-01
